TEAM,YEAR,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,LOCATION
Minnesota Timberwolves,2002-03,41.0,18.0,23.0,0.439,48.2,95.6,36.9,81.4,45.3,3.0,9.2,31.9,18.9,23.8,79.6,11.8,31.1,42.9,23.0,14.2,7.3,5.0,5.4,21.2,0.0,-2.1,Road
Philadelphia 76ers,2002-03,41.0,23.0,18.0,0.561,48.2,95.3,36.3,81.0,44.8,2.9,9.7,30.1,19.8,25.7,77.0,12.4,28.4,40.9,19.5,14.8,10.0,3.4,7.4,21.7,0.1,1.7,Road
Denver Nuggets,2002-03,41.0,4.0,37.0,0.098,48.1,84.0,33.4,79.2,42.2,2.8,10.0,27.6,14.4,20.5,70.0,13.1,27.6,40.8,19.9,19.3,9.0,3.9,6.5,24.9,0.1,-11.9,Road
Utah Jazz,2002-03,41.0,18.0,23.0,0.439,48.1,93.0,34.6,74.9,46.2,2.5,7.3,33.7,21.4,28.4,75.4,11.6,27.7,39.3,25.4,17.6,8.4,4.3,5.5,22.7,0.1,-4.0,Road
Seattle SuperSonics,2003-04,41.0,16.0,25.0,0.39,48.4,96.5,35.4,79.6,44.5,8.7,23.5,37.0,17.0,22.0,77.4,10.6,28.6,39.2,21.5,15.0,8.2,3.9,5.0,22.8,0.1,-3.0,Road
Sacramento Kings,2003-04,41.0,21.0,20.0,0.512,48.2,100.0,37.1,82.2,45.2,6.9,17.6,38.9,18.9,23.9,78.9,10.5,29.8,40.3,26.2,13.4,9.0,4.0,4.8,19.3,0.0,-0.4,Road
New Orleans Hornets,2003-04,41.0,16.0,25.0,0.39,48.2,90.0,33.4,81.4,41.1,6.6,21.6,30.4,16.6,21.8,76.1,14.1,28.9,43.0,18.9,15.7,8.1,3.9,5.5,21.6,0.1,-3.7,Road
Boston Celtics,2003-04,41.0,17.0,24.0,0.415,48.1,94.5,34.3,77.5,44.3,6.5,19.1,33.9,19.4,26.2,74.2,9.7,28.7,38.4,20.4,16.1,10.0,3.0,4.8,22.4,0.0,-3.0,Road
Houston Rockets,2003-04,41.0,18.0,23.0,0.439,48.5,88.7,32.3,74.6,43.3,6.4,17.3,37.0,17.7,22.3,79.2,9.8,31.8,41.6,18.0,16.7,6.6,5.6,4.3,22.3,0.0,-1.0,Road
Miami Heat,2003-04,41.0,13.0,28.0,0.317,48.0,87.4,32.4,78.2,41.4,5.9,16.5,35.7,16.8,22.2,75.6,11.7,29.2,40.9,19.5,14.2,6.8,3.4,5.7,23.3,0.1,-4.0,Road
Toronto Raptors,2003-04,41.0,15.0,26.0,0.366,48.9,83.5,31.1,76.2,40.9,5.7,15.3,37.5,15.5,20.6,75.3,9.6,29.6,39.2,18.6,14.6,7.0,4.9,4.4,21.8,0.0,-5.3,Road
Dallas Mavericks,2003-04,41.0,16.0,25.0,0.39,48.4,100.9,38.8,88.3,43.9,5.7,17.3,32.8,17.7,22.4,79.0,14.1,29.7,43.9,23.1,12.7,8.3,5.3,5.2,20.0,0.0,-2.2,Road
Memphis Grizzlies,2003-04,41.0,19.0,22.0,0.463,48.9,95.2,35.9,81.2,44.2,5.6,16.6,33.4,17.8,24.4,73.1,11.8,27.7,39.5,22.3,15.2,9.2,6.6,5.6,23.8,0.0,-2.2,Road
Indiana Pacers,2003-04,41.0,27.0,14.0,0.659,48.5,91.5,33.9,76.5,44.4,5.5,15.8,35.0,18.1,24.0,75.2,11.1,29.2,40.3,19.9,15.1,8.2,4.6,5.7,21.8,0.1,2.5,Road
Golden State Warriors,2003-04,41.0,10.0,31.0,0.244,48.2,89.8,34.0,78.4,43.3,5.5,16.1,33.9,16.3,22.6,72.3,10.6,29.4,40.0,19.9,14.8,7.3,4.7,5.5,20.0,0.0,-6.5,Road
Orlando Magic,2003-04,41.0,10.0,31.0,0.244,48.2,93.5,35.1,82.1,42.8,5.3,15.6,34.2,17.9,24.4,73.2,11.8,29.1,40.8,20.2,13.8,6.6,3.6,5.9,21.6,0.0,-8.7,Road
Chicago Bulls,2003-04,41.0,9.0,32.0,0.22,48.4,90.5,34.7,81.7,42.4,5.2,15.5,33.8,15.9,21.8,72.8,11.8,29.5,41.3,21.0,16.6,7.9,5.0,5.5,22.7,0.1,-7.9,Road
Washington Wizards,2003-04,41.0,8.0,33.0,0.195,48.4,90.0,32.8,79.1,41.5,5.1,15.6,32.7,19.3,27.7,69.8,13.4,28.4,41.8,18.0,17.9,8.9,4.8,5.8,21.3,0.0,-8.8,Road
